,comment
3953,我是新粉丝，问一下这up是什么区的[doge]
3954,[藏狐]
3955,我以为你只做菜
3956,我的天，得费多少精力哇
3957,老祖宗怎么琢磨出来的？
3958,太不容易了[保佑][支持]为您点赞
3959,@彭传明pcm 这位才是大佬！
3960,666
3961,@彭传明pcm 这位才是大佬！
3962,666
3963,Up主，你是不是忘了你是个美食区博主，不是手工区博主啊喂。[微笑][微笑]
3964,..
3965,@樱灵家的小可爱 [点赞]
3966,哇塞[tv_馋][tv_馋]
3967,南翔可能真的不爱吃饭[妙啊]
3968,好的
3969,倒牛皮药汤的时候没过滤，再做一遍吧[doge]
3970,请问一下这样的墨块和我们平时学校练书法的墨水写起来的感觉有什么不同呀？[热词系列_知识增加]看起来好厉害！
3971,要我说古代人绝对没有up主做的这么精致
3972,徽墨式微，感谢up主让我们了解更多
3973,雇个佣人？？？
3974,实际上就古代是一堆打下手的，他们只需要制作就行，就比如说你在里面那个扫灰下来的那个地方，古代可能每一个碗那边都有一个人。
3975,之前看另一个up做过，因为没有这么详细的描述，所以当时以为只是一块墨，但同样也感叹古人所说的一墨难求，放到如今恐怕也是一样的(单指手工墨)
3976,墨有了，印泥有了还差个笔和纸[doge](疯狂暗示)
3977,快給我3連給up買補品不然要猝死了
3978,说起桐油烟大，想起我妈说她小时候就用桐油照明，第二天早上，鼻孔里都是黑的。
3979,基泥钛镁
3980,来了嗷
3981,si？
3982,好，好一个天道酬勤[妙啊]
3983,真的很辛苦，但是忍不住想问现在有效率更高的方法吗，即使是在剥皮环节上
3984,毕竟好墨也是好药的
3985,没朋友了[doge]
3986,这墨水看的真亮。
3987,你这样我就要举报你污染环境了[脱单doge]
3988,碳排放超标[滑稽]
3989,能吃吗
3990,匠心
3991,|?ω?｀)所以说，有没有能在中国文化遗产博览馆看到？
3992,等等墨有了，印泥有了，还差点啥呢？(当然是差一张好纸)
3993,这个墨可以吃吧
3994,下一次又要挑战什么呢？[doge][doge]
3995,币有了
3996,很多废人的工序能用机器代替
3997,[热词系列_三连]
3998,可以吃吗？[三星堆]
3999,为啥在我印象里你是做美食的up[妙啊]
4000,你朋友呢[doge]
4001,不过谁还记得他原来是个美食博主来着[doge][doge]
4002,南翔不应该送给九月吗？下方说对不对？[滑稽][滑稽]
4003,读书人的附庸风雅，害死多少匠人！
4004,我爷爷甚至剥的时候都得给他卷一圈胶带
4005,这个，，阿巴阿巴
4006,这个东西看起来完全可以机械化。
4007,他不是是美食区up主么？
4008,南翔的朋友们呢？
4009,看你这么辛苦的传播咱们的物质文化，来个一键三连[脱单doge]
4010,额，怎么跟你讲呢。那个剥桐籽外壳，其实是有工具的，一个弯弯的长得像钩子的刀。一挖就出来了，纯手工真的很废手(??_?`)
4011,寄给我一块呗[脱单doge]
4012,中国传统品特点:做时间久，费朋友and命
4013,防虫？这烟灰，能值几个营养？还防虫？
4014,毫无价值，以前的生产力有限，分析一下成分，很容易被仿制，古法制作，毫无意义
4015,叫多点人
4016,你可以用这块墨拿出去卖呀
4017,up做一块墨就哭爹喊娘了，可想墨匠们是怎样的[跪了]
4018,你的三连每条都有
4019,难怪以前读书那么难
4020,怪不得古代上学的都是有钱人[大哭]穷文富武啊
4021,pcm
4022,好家伙，我上午在qq刷到下午就在小破站刷到了
4023,我想问配方哪来的[吃瓜]
4024,古籍记载吧
4025,虽然做的很好，但我还是想看美食
4026,刚开始以为是吃的
4027,锅底灰不行吗
4028,你这个墨卖不卖？诚心求，可以登门拜访
4029,到这里我就按捺不住要给大家分享一首我最爱的古风歌曲了，《松烟入墨》，答应我快去听！
4030,这满屏溢出的文化自豪感！
4031,要不你再造一个宣纸和河北侯笔，这样才配得上你的搭配，装备@南翔不爱吃饭
4032,所以这就是为什么中国奢侈品买不起的原因，国外的奢侈品我咬咬牙也就买了，中国的奢侈品真的是把牙咬碎了都买不起
4033,中国古老奢侈品，现在要不绝继，要不就是贵的吓人
4034,所以中国的奢侈品[辣眼睛]有钱都难买[辣眼睛]
4035,南翔家是真不缺钱。
4036,这次没有翻车，我非常不认可噢[藏狐]
4037,印泥，徽墨都做了，不试试宣纸么
4038,这个就是古法吗？
4039,真不知道古人是怎么想出来的
4040,有没有简单速通的，那个龙泉印泥我发现用老油烟机的油，柳絮，再加朱砂也能仿个七七八八，就是有点味
4041,这才是真正的奢侈品！
4042,卧槽，南翔不是美食区up主吗？
4043,我竟然不知不觉看完了[哦呼][哦呼]我是在摄取秘方么？
4044,辛苦了！[给心心]今天没有币了，收藏一下明天给你[打call]加油！
4045,这费多少氧气？
4046,环保局来了
4047,按这程序做一块墨，那一块儿不得好几百？[囧]
4048,问，南翔什么时候破产[脱单doge]
4049,所以下一集做纸嘛？
4050,@不学无术想peach
4051,真·手艺人
4052,石红许写了一篇文章叫《虹关何处落徽墨》，建议大家去看一下[呲牙][呲牙][呲牙]
4053,卧槽这个可以我想自己做一个收藏
4054,墨都做了那剩下的三宝不高齐？
4055,辛苦了，UP[大哭][大哭][大哭]
4056,墨，其实是可以入药的
4057,好一个天道酬勤[脱单doge][脱单doge][脱单doge][脱单doge]
4058,你说 用这个桐烟徽墨和龙泉印泥 给现在顶级书法家提笔 会不会是现阶段最耀眼的艺术品[妙啊]
4059,中药材都是啥呀
4060,一看就老杨的老粉
4061,这玩意我记得阴干要每天翻一次面，连续一年来着
4062,下次造纸吧，整一套。[脱单doge][脱单doge]
4063,真的很厉[热词系列_害]
4064,你的朋友都去哪里了[doge]
4065,我看完这一个视频多了1万的赞，什么鬼？
4066,讲道理，那这墨不就是碳黑吗[笑哭]主要成分跟碳素笔差不多，如果机器生产的话其实应该很快的
4067,锅底灰不行么
4068,世界十大未解之谜之一，南翔多有钱。
4069,难怪古代的墨可以入药，可以吃
4070,看了之我认我就是个费物
4071,别人现在都用科技，你要什么双手？
4072,这个up主也太猛了。。。
4073,哈哈哈哈哈哈
4074,其实我在想，能不能解析这烟的成分，进行仿构，实行工业化的量产。理论上来讲，各种工序是可以以现代科技的方式进行优化的，最后的效果不说能不能优化，但是效率和成本应该可以提高和降低。
4075,至于写字...我觉得在当今，当做雅兴就好，真要求人人都会的话反倒没有必要。毕竟除了物以稀为贵以为，技术，文化也是同样。当然也不是全从这个角度考虑，而是当今社会，有一部分人讲这些传承流传就够了，毕竟先下有着从效率来讲比这高效的存在，大部分人还是维持着高效变好
4076,不是，零零散散的看了好多期视频，作者给我的感觉就是
4077,1：土豪
4078,2：土豪
4079,3：有时间的土豪
4080,4：非常有时间的土豪
4081,5：有才的土豪
4082,6：非常有才的土豪
4083,同样是人而作者这么优秀？
4084,我记得您原来是美食博主的吧……我走错了？不过我喜欢这个！
4085,南翔，你整个漳州八宝印泥，三连必有[给心心][嘟嘟]
4086,[滑稽]你需要朋友么，我感觉这个挺好玩。
4087,也许这是最后一期视频了[doge]
4088,我记得好点的墨，一根两百[思考]
4089,南翔这次真辛苦了，太费命了。
4090,同时点三五百个煤油灯就快了
4091,咱下次要不造个纸？来一套？[doge]
4092,不投币我都不好意思了
4093,啥时候造纸呀
4094,我越来越不清楚南翔到底是做饭的，还是做手工的？
4095,你不是有“好朋友”吗
4096,确实太厉害了，不得不佩服[给心心]
4097,想看你下回做宣纸[罗小黑_鼓掌]
4098,好吃吗？
4099,不如凑齐文房四宝。
4100,让大家知道历史就好 没必要有手艺人继续制作，科技发达就要跟着走，不倒着走 又累也不是不可缺的。（很棒视频，让我知道古代与现代不同智慧）
4101,我出五毛  要是卖  踢我一下  不卖就算了[脱单doge]
4102,外国奢侈品玩的大多是品牌效应
4103,中国奢侈品玩的是从用料到工艺的真奢侈
4104,up主，您能做做熙攘么？
4105,好一个天道酬勤[doge]
4106,可以去产地的乡下去收，方便点[笑哭]
4107,邻居：喂物业！我隔壁那个又开始敲敲打打了，院子还一直冒烟，好像在烧什么，火光一闪一闪，怪吓人的
4108,有木有人直到他写的哪本书
4109,笔墨纸砚，砚台也整个？
4110,很棒很棒！！
4111,我还以为这墨是能吃的呢[笑哭]
4112,灯芯要使用灯芯搅的[doge]出烟量会更大一些。
4113,听你说话好难受，前面音细，最后两字变粗，受不了
4114,刨桐子可以扁平的螺丝刀
4115,三连支持
4116,收徒弟吗？
4117,下次试着搞松烟墨[doge]
4118,他真的是个美食博主吗[tv_抠鼻][tv_抠鼻][tv_抠鼻]
4119,@藻师傅炸不中
4120,卖吗
4121,B站有个古法up主也做过
4122,十万杵用机械代替不好吗??
4123,什么叫奢侈品…所以那些量产得奢侈品品牌，配吗？
4124,还有人记得，他其实是个没事up主来着吗？
4125,朋友那[妙啊]
4126,我看到了，up主是富家子弟，住的是别墅，只有在这种经济条件下才会去做追求本质的事物，希望up主继续加油为我们更新更多的作品，谢谢
4127,辛苦辛苦
4128,古法彭之前也做过吧，重点是他做了好多费人又费命的化妆台[妙啊][妙啊]
4129,emmm
4130,？美食up？。？
4131,你不是美食博主吗
4132,耗爹儿油[doge][doge][doge]
4133,现在美食区都这么卷吗
4134,《美食区up主》
4135,现在美食区都这么卷吗
4136,《美食区up主》
4137,这玩意不是还得先埋地下储三十年的嘛[捂眼]
4138,这个up做的很多东西是真的复刻个八九不离十，还是说程序什么的我照着做了，做出来的东西到底是不是和史书说的差不多就不能保证了?主要是觉得他说的这些东西好666然后还失传多久什么的，最后被他全给复刻了[笑哭]，有点不太相信
4139,佩服…
4140,价格高，制作难。不被淘汰，不合逻辑啊。
4141,这一定得三连了 古代的奢侈上品都好难做
4142,看到最后一分钟我还在想着这墨也能吃？不会很容易致癌吗
4143,这属于古代奢侈品的基本款吧，只要做就有，再高就得遇了。
4144,上百大，上百大！！[打call][打call]
4145,出烟主要是因为氧气不够碳元素燃烧不完全，才会有黑色颗粒，本质上绝大部分都是碳，所以只要控制好空气量，烟的量就能提高
4146,南翔他是真诚的，真诚的
4147,额，我就想问下，我想要块这个墨，可以送么，[打call]
4148,我好像关注的是个美食博主来着[脸红]
4149,不容易 投幣！ [支持][支持][支持]
4150,你不是美食up吗[辣眼睛]
4151,顶级??
4152,[笑哭]太厉害了，江南百景图里的笔墨纸砚确实产量很低，徽州人民真厉害
4153,最后用的是龙泉印泥吧[笑哭][笑哭][笑哭]
4154,这灰好像我家锅底的灰啊[吃瓜]
4155,"灰,我家锅底好多。"
4156,你是个美食博主啊
4157,这不是一块普通的泥。这是……
4158,可以吃吗？[大笑][doge]
4159,这个视频值两个币[脱单doge]
4160,这种烟灰和精碳粉没有任何区别......甚至只要舍得花钱，还能比这烟灰更细......
4161,UP，人类的硬币是有极限的。我从B站学到一件事，人类越是想要得到硬币，就会陷入意想不到的困境。所以————我不投币了!UP![脱单doge][脱单doge][脱单doge]
4162,这个墨这么费时费力，它比其他墨的优点在哪里呢，特意去度娘上找了也没搞明白
4163,《美食博主》[doge]
4164,奢侈品
4165,那个印泥是以前做的吗，我好像以前看到过做印泥的视频
4166,药汤的配料是什么？
4167,说，你和小宇是什么关系????
4168,能不能吃?
4169,奢侈
4170,你知道塑料吗？
4171,收集烟灰可以改善一下工艺，水淋法收集，不用那么累了
4172,墨也做了，印泥也做了，接下来是做宣纸还是做笔呢？
4173,剥籽去壳可以机械加工，收墨可以定时机械，捶打也能机械??
4174,这。。。文房四宝不如整一套把。
4175,剥籽去壳可以机械加工，收墨可以定时机械，捶打也能机械??
4176,这。。。文房四宝不如整一套把。
4177,千金易得，量大从优
4178,有没有一种可能，我是说可能，我最开始关注他是学做饭的[doge]
4179,松烟入墨[惊讶]
4180,太污染了[笑哭]
4181,我还以为是吃的[笑哭]
4182,可以可以灭了，明天早上再来
4183,可以送我一块写字吗，我付邮费[doge]
4184,这才叫奢侈品
4185,然后发现没有网上10块钱的正常墨块好用
4186,发量堪忧[doge]
4187,这是什么。我要吃饭[三星堆]
4188,南翔，你不是美食区up主么？快把制好的墨炫我嘴里[傲娇]
4189,辛苦了
4190,工业化就是要用规模化生产出来的商品取代手工出来的商品，迅速普及。老祖宗留下来的东西是好，但是我们能改进并普惠到大众才是正确的做法。这种繁复的手法是要淘汰掉了
4191,原来南翔写毛笔字也不错。牛逼牛逼呀。????
4192,他不是个美食up吗
4193,不是你一个美食PU为什么要怎么券啊
4194,彭传明也做过
4195,烟墨可以当药用的[doge]
4196,“古人怎么能想到这样的东西”
4197,这弹幕给我整不会了
4198,取桐子可以用工具，去壳很费指甲。
4199,看来无论是古代还是现在，墨都是富贵人家才能用的东西
4200,是不是可以做个宣纸或者砚台毛笔啥的[doge]
4201,南翔在油管有账号吗？昨天在油管刷到你视频了[doge]
4202,@叨着奶瓶被猪追 [保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇][打call][喜欢][鼓掌][奥比岛_点赞]
4203,全网千万粉有没有年入几百万，好奇
4204,原本在古法那边只是觉得时间轴比较长，真看南翔讲解才知道就集灰都可以要命，怪不得古时候墨那么贵，不只是材料，就人工都值得
4205,我还以为是王维诗的泥巴
4206,其实不算奢侈品，因为没有暴利[辣眼睛][辣眼睛][辣眼睛]
4207,只要灯点燃，旁边就要一直有人守着
4208,说者无意听者有心
4209,希望中国的物质文化遗产能得到保护传承
4210,龙泉印泥和桐烟徽墨都做了能不能在做一个金粟笺纸啊[tv_doge]
4211,就想问问up主，这墨有人卖么？或者说有人买么？
4212,草，刚开始看的时候我以为是吃的，心里想什么吃到要用烟灰？这能吃吗？看完之后我才知道原来是墨[捂脸][捂脸]
4213,吓死我了，我还以为你还会写毛笔
4214,2分47秒是什么BGM？
4215,外国不稀罕这个
4216,多交点朋友吧，一个人太难了[笑哭]
4217,原先的墨可以入药的果然名不虚传啊。
4218,@你有没有苦茶子iiii
4219,我原来吃过这个桐子
4220,你的朋友呢[doge]
4221,我可是出了名的朋友多[脱单doge]谁说的[脱单doge]
4222,你不是做饭的吗[doge]
4223,用羊肉串烤出烟灰试试
4224,牛
4225,[点赞][点赞][点赞]
4226,写得真好[星星眼]
4227,写的
4228,真好。
4229,想到李子柒。。。
4230,这一个玩意我真觉得可以当传家宝了
4231,好废命啊
4232,我在你身上看到了 勿落受 的影子
4233,[doge][doge][doge]
4234,投币止损了[给心心][给心心][给心心]
4235,所以古代能喝墨的都是有钱人[doge]
4236,白嫖了这么多期，这期就三连了
4237,虽然但是，你这字也太配不上墨了吧[doge]
4238,纸笔安排上[doge]
4239,谢谢你，殴泥将[脱单doge]
4240,为什么为什么美食up主，真的不爱吃饭了，现在改做烟灰了。
4241,天呐太厉害了，虽然经常用墨，但第一次知道墨是这样做的[点赞]
4242,这个不是最难的，最难的是松烟墨，必须用松木燃烧收集木灰。。。
4243,等等……南翔有造过纸吗(突然坐起)
4244,[无语]
4245,孔明有你灯可能就不会灭了
4246,我是新来的，他是美食博主?[妙啊]
4247,我记得我去年关注你的时候你是美食博主，现在多了一个手工博主的title[笑哭]
4248,南翔不爱吃饭爱整活[doge][doge]
4249,[脱单doge]好。非常好！
4250,冲书法投币点赞了！
4251,每日一问，南翔破产了吗
4252,你竟然没做吃的[微笑]
4253,还不如直接买个墨水。
4254,又费钱又费命[笑哭]
4255,南翔不爱睡觉
4256,那啥，印泥，墨，都齐了，下一个是不是该轮到笔和纸了[doge]
4257,有没有人顶我上去让南翔看看[脱单doge]
4258,b站里面，彭传明做过这个
4259,古代的墨一块要做两年，知道为什么古代读不起书了吧[吃瓜]
4260,彭传名这个博主也做过哦
4261,墨不会消失的啊，小孩子都需要学习硬笔书法、软笔书法（我为啥知道，因为我有一个学习硬笔书法的娃[喜极而泣]）
4262,问题来了，墨在哪买
4263,讲真，想要[笑哭]
4264,我有一块纯手工做的印泥和模块，是我的一个同学送给我的，小作坊，因为那时候我是写字和刻章，同学说好字好印配好墨和印泥。到现在了，一次都没用过，哈哈舍不得。我想估计以后都会和我一起走吧。
4265,@橼_汐 哇
4266,真 没办法不一键三连[跪了]
4267,这要好多钱和时间啊[脱单doge][给心心][给心心][给心心]
4268,所以古人的奢侈品不是因为费钱而奢侈  而是因为要耗费大量的人力也就是费命所以奢侈啊  [齐司礼_知识增加]
4269,碳粉，哈哈
4270,我猜南翔一定看过天工开物，因为我看天空太物，看到过墨的制作方法
4271,很久没投币了，你让我成功的投了2
4272,你几百万粉丝之后我才认识你，但一看我就喜欢上了你，那么多up你最与众不同，谢谢你传播中国文化，也给我们传播这些中国文化知识[脱单doge][脱单doge]看完这期期待下一期咯
4273,为什么没有朋友了
4274,香烟灰加白凉粉怎么样？[doge]
4275,我咋记得墨条不是要放一年才能用？[tv_疑问]
4276,突然想起李子柒做过一次墨，开头就一直烧烟灰。
4277,我还记得我是因为美食关注的南翔[脱单doge]
4278,墨也有了，泥也有了，下一步是不是开始做笔和纸张了[doge]
4279,环保局警告
4280,送给粉丝不[吃瓜][吃瓜][吃瓜][吃瓜]
4281,环保局警告
4282,送给粉丝不[吃瓜][吃瓜][吃瓜][吃瓜]
4283,从最后的成品来看，墨上成印尼上城，这个纸是不是也得找一个古法的做一做？
4284,我就想知道第一发明的人当年是要有多无聊[doge]
4285,你朋友呢？
4286,这玩意儿造出来之后，到底舍不舍得用[疑惑]
4287,每次都浪费这么多？良心不疼么[无语][无语][无语]快炫我嘴里[来古-注意][来古-注意][来古-注意]
4288,原来墨是烟灰，现在才知道
4289,提问，南翔几天没睡[doge]
4290,印有了，墨有了，就差笔、纸和砚了[doge]
4291,看到这儿，我相信了，墨能入药了
4292,不行，投币了，不投币心里过不去
4293,会染色手
4294,炼丹区阿婆主
4295,话说……南翔……不是美食博主来着咩……
4296,南翔逐渐变成非遗主播[星星眼]
4297,开第一口墨不用那么多水，两三滴水就够了，开的墨要能刮一下能看见砚台(别杠，就是单纯科普[doge])
4298,当他决定要做这块墨的时候，我想到了一个问题:古人要修仙的理由找到！（所以炼丹区up主＝修仙区up主）
4299,真怕你哪天无了。[嗑瓜子]
4300,中国的奢侈品根本不是普通人能享用的[喜极而泣]
4301,所以南翔为什么不找朋友来帮忙了呢？[doge]
4302,出烟，就让他不完全燃烧
4303,每一个字都是1个小时
4304,传承
4305,不能直接用要晒一年左右每天还要翻面
4306,看！这个小伙要从美食区转去书法区/废命区了
4307,那啥，别忘了每天晒一晒，晒一天翻个面，晒足八百天 ，就可以收藏了[吃瓜]
4308,三刷[doge]
4309,完了，我特么第一反应是好不好吃[惊讶][惊讶]
4310,他要转去书法区了
4311,请问，你朋友呢[doge]
4312,这是在氪命啊！
4313,喜欢，投币了，下次请做莱州古法毛笔[脱单doge]
4314,我以为做的是吃的[微笑]
4315,徽墨写字，龙泉印章[笑哭]写的字抽奖吧。
4316,你的盆友呢[tv_doge][tv_doge][tv_doge]
4317,所以我看的不是美食区吗？[疑惑]
4318,书法区新人
4319,每期痛苦面具，太狠了
4320,墨是好墨，字差了点[妙啊][妙啊][妙啊][妙啊]
4321,这个字[辣眼睛]
4322,什么时候做宣纸？[doge]
4323,顶你上去，让up主看看
4324,这个字[辣眼睛]
4325,什么时候做宣纸？[doge]
4326,顶你上去，让up主看看
4327,[打call][打call]
4328,密封碳化不就行了
4329,我还以为是吃的
4330,碳中和计划推迟不是没有道理的
4331,一块卖多少钱
4332,能换个大盆接灰么??
4333,好吧，我原谅墨贵了，是我的字不配用墨～
4334,把这个给二楼吃，南翔亲自喂[脱单doge][脱单doge]
4335,加油！！！
4336,“千金易得，一朋难求”
4337,笔墨纸砚，下次是不是改做狼毫了[脱单doge]
4338,这是肝上长了个人吧
4339,每次费一半啊，那这命岂不是用不完？
4340,我有个问题，这个不是个美食UP主吗？怎么开始做这玩意儿了？我还以为是吃的
4341,这还真能吃
4342,每次去up主怎么忽然开始吃墨水了呀？
4343,很好奇这墨特殊在哪里
4344,他妈的，这么好的视频怎么没有人点赞，投币
4345,等等，这不是美是博主吗？
4346,现已加入肯德基豪华套餐[脱单doge]
4347,小时候老停电，晚上点的就是桐油灯，第二天鼻子里都是黑色的[2233娘_委屈]
4348,这取烟灰的过程好像我玩方舟烧铁[微笑]（肝痛）
4349,你们是人嘛？这么对待up主[笑哭]
4350,大家有看过彭传明吗？有一期好像做的也是这个
4351,这不是一块普通的泥，这是“积泥钛镁”[doge]
4352,我卖炭黑的[脱单doge]
4353,所以南翔都不睡觉的吗？
4354,饿了是不是可以吃qwq
4355,你的朋友去哪了？
4356,小时候把一块墨条给拿来玩没了，我爸心疼的说几十万没了[笑哭]
4357,想想，省流可以不用看那么长时间的视频，对不对？南翔，你为什么不直接省流呢，就可以省去那么多了，直接得到泥了，你说，我真聪明
4358,第一次看到徽墨制作是在李子柒笔墨纸砚系列，当时十分惊艳，一块墨居然要数年之久，李子柒的长发和墨色相交融，春去秋来，那种时光中沉淀的感觉让我久久回味。现在看到南翔做着一模一样的、从古时就传下的制墨之法，一种文化被传承着流淌的自豪感油然而生，李子柒再见了，还会有更多的博主挖掘中华的宝藏，博主们就像擦拭明珠的人，让蒙尘的明珠得以展现在人们面前
4359,为什么没找朋友帮忙。[doge]
4360,不是中国没有奢侈品，中国的奢侈品你买不起。[笑哭]
4361,这个桐子小时候我经常捡着攒一大袋子然后卖钱[保卫萝卜_哇]
4362,好墨配好砚，下期作好砚
4363,那次和普通的有什么区别呢？
4364,松烟入墨
4365,up主考虑过炼丹吗[doge]
4366,晚上不能把灯吹了睡觉去吗。。。白天再点上呗
4367,这不是一班的墨这是王维诗里面的墨[吃瓜]
4368,@洛樱诶
4369,回复 @洛樱诶 :！！！！！yes
4370,这nb
4371,有谁还记得南翔是个美食up主
4372,是个狠人
4373,太费人了
4374,下次可以安排一个艾灸墨，想必比这个容易[滑稽]
4375,含水量比较高，呃……话说用桐油掺水会有那个效果吗[doge]
4376,我总是刷到南翔。所以今天才发现我没关注他诶
4377,所以，你怎么这次不喊朋友来帮忙[脸红]
4378,说实在话，以前觉得卖得好贵，看完南翔的视频：真正好墨确实值得[支持]
4379,你不是做美食的吗？[doge]
4380,做的很好，以后别做了，古法是挺好就是效率太低，浪费资源[再见]
4381,必须让更多的孩童学习写毛笔字
4382,可以吃了[doge]
4383,万事有危险
4384,[脱单doge]古法徽墨配机床石板砚[疑惑]
4385,做一块么不是要一年吗？
4386,最后的一副字能送个幸运儿吗[微笑]
4387,虽然up很厉害但是可以去看看另一个古法制墨的up彭传明，阴干一年，每日翻墨一年，做很多古法的东西很日常一样，太牛逼了
4388,书法爱好者慕了
4389,真的敬业
4390,你朋友被你霍霍完了吗[吃瓜]
4391,小学上过书法课的集合！
4392,笔墨纸砚轩[微笑]总得有一套吧，所以[doge]
4393,我想问问那个视频结尾问这是龙泉印泥的人你是没看视频吗，UP在开头就说了这期是桐烟徽墨[辣眼睛][辣眼睛]
4394,我就问你是不是该卖饼去了[傲娇][傲娇]
4395,朋友多呢
4396,原创的人真了不起
4397,竟然没有翻车，感觉好失望啊
4398,这次竟然没有朋友出境[doge][doge]
4399,不能用工具吗？就那个锤打。你换个工具不更快点。
4400,能吃吗[星星眼][星星眼]
4401,找我的朋友来吃墨[藏狐]
4402,推荐一首冷门的歌《墨灵》，真的很应景[热词系列_三连]
4403,【B站原创古风《墨灵》，作曲+演唱：墨汁-哔哩哔哩】 https://b23.tv/xPm9PoI
4404,请问一下，这还是美食区UP吗？
4405,印泥有了 ，墨也有了，就差宣纸跟砚台毛笔了！下一步造纸，造完纸制作狼毫笔，剩下的打磨砚台！[呲牙]连续剧！够忙到明年的了！
4406,天呐，南翔真的什么都会啊，美食博主都这么卷了吗[热]
4407,。。。不做饭了？
4408,这不多点赞都对不起他
4409,盲猜送小江[doge]
4410,这不多点赞都对不起他
4411,盲猜送小江[doge]
4412,两个币还是少了
4413,有点想尝试
4414,注意身体，这种消耗精力体力的活还是多找几个人轮流要好，如果没有朋友，就当我没说[doge][doge][doge]
4415,????：我也会啦！
4416,。。搞不懂为什么弹幕上面飘过去了一个讨厌奢侈品，雷这个并且不想看制作过程不能直接退出吗？
4417,https://b23.tv/CoSq4iP忍住别点开[tv_流鼻血]
4418,https://b23.tv/7X5lZw8忍住别点开[tv_流鼻血]
4419,你是我觉得b站对自己最狠的人
4420,我记得纯墨，好像哪2煨Up也做过。是毛笔用的墨宝。
4421,[热词系列_三连]
4422,不一定要一个人做吧，古代的工匠也会轮班
4423,没朋友了吗？和我一样孤寡了
4424,造过印泥，造过墨，造过纸吗？纸应该挺好做的。[吃瓜]
4425,如果造过纸，那就是我没看到。
4426,笔墨纸砚这都做了四分之一了，不把另外三样也动手做一下么[doge]
4427,南翔没有朋友的，是那种免费请吃饭都没人来的那种没有朋友。[doge]
4428,这个墨怕不是可以当药吃了吧？
4429,小时候会捡梧桐籽去卖，原来是拿来做这个的？
4430,可能这就是古代的墨为什么能入药的原因了吧[打call][打call]
4431,如果真的按照古法做，确实是可以吃的
4432,有一种墨叫药墨，可以治病的
4433,你要是有十万个朋友，一人锤一下不就行了吗[脱单doge]
4434,太麻烦了，有炭黑可以买。高等级的细炭黑还是不错的
4435,松烟入墨[保卫萝卜_哇]
4436,看完我反倒觉得古法制墨，失传了是一种必然，是一种社会趋势，是一种美好生活的需求。
4437,首先不要混淆，文字是传播文化一种途径，但辛苦制成的昂贵的墨，更多的是一种奢侈消耗品。
4438,感谢现代工业吧
4439,刑，这个中华古法技艺出个系列吧[脱单doge]
4440,蚌埠住了
4441,多做点补菜吧，反正每次美食复刻多数都是你自己吃，一亏一补，平衡一下
4442,南翔是我每次看视频都一键三连的up主，每个视频真的太用心了[给心心]
4443,@妮子便利贴
4444,好一个天道酬勤
4445,所以说很难流传下去啊，什么lv大家咬咬牙还能买得起，这东西，哈哈，说实话，注定它无法走进大众。
4446,刚刚看好1000条评论，现在加上我都1002条了
4447,不是不爱吃饭吗[笑哭][笑哭]
4448,我想看先秦时期的炮，就是用小羊或者小猪掏空内脏加东西然后隔水煮的那个
4449,徽州人表示，感谢弘扬家乡文化
4450,古代能养的起一个读书人也不容易
4451,竟然没吃[doge]
4452,感谢博主对于徽墨的大力宣传！墨的配方是商业机密，每家墨厂都有老师傅掌握自己的配方，尤其是各种胶的选用和配比，尤其名贵的鹿角胶、麝香、金箔以及珍珠粉等等，所以各家墨的风格各不相同。在墨制成之后还会经过若干年的储存，使墨条褪去火气更好使用。
4453,自己制的纸，自己制的墨，自己制的印泥，下期制作一个毛笔吧
4454,解释一下冰片是什么
4455,关注就是老粉了，厉害[打call][打call]
4456,真的很难想象古人的智慧
4457,惊人的不是做墨本身的难度，而是古人到底是如何从零摸索到这一步的
4458,我说，有没有可能古时候是好几人负责一道工序呢[崩坏3_思考]
4459,好奇南翔的歌单[脱单doge]
4460,这一期真的不得不三连了，加油
4461,纯好奇去百度了一下
4462,一百斤桐子，1900元。
4463,桐烟灰墨，300-1000元
4464,50g黄金，25000元。
4465,传播传统文化，三连给你了，不白嫖！
4466,所以南翔已经没有朋友了吗？[doge]
4467,没想到up写字还不错。这期不错，[热词系列_三连]三连了
4468,诸葛亮点七星灯你没守在旁边真是可惜了啊哈哈哈[滑稽]
4469,[热词系列_你币有了]
4470,下期还原原神黄金蟹[doge][doge][doge]
4471,赞
4472,叫朋友，比挑火龙果籽好些不
4473,虽然很佩服你，但是你也应该想一想为什么没有朋友帮你[doge]
4474,@弎無堂-刘唐敏 ，鉴定一下后面写字[妙啊]
4475,这期没朋友了[doge]
4476,《  南  翔  不  爱  吃  墨  》[脱单doge]
4477,蕾姆了
4478,三连你真的很值得，太有精神了！
4479,这么搞太费up了[热词系列_好活]
4480,值得我一个赞
4481,墨有了，印泥有了，下次做纸吧，做那个王羲之写《兰亭》“ 用蚕茧纸、鼠须笔，遒媚劲健，绝代更无”。清郝懿行《证俗文》卷七：“ 若乃古之名纸有侧理纸、蚕茧纸。《世说》纸似茧而泽也，王右军书《兰亭记》用之。案今高丽纸以绵茧造者。”
4482,晋人茧纸
4483,真不错啊
4484,真就很牛，南翔真的很认真[打call]
4485,今天我才去上了书法呢，当然我是个初学者
